date_local,CO,CO_percent,NO2,NO2_percent
2019-12-23,24.0,100.0,22.0,92.0
2019-12-24,23.0,96.0,23.0,96.0
2019-12-25,23.0,96.0,23.0,96.0
2019-12-26,24.0,100.0,23.0,96.0
2019-12-27,23.0,96.0,23.0,96.0
2019-12-28,24.0,100.0,23.0,96.0
2019-12-29,24.0,100.0,23.0,96.0
2019-12-30,23.0,96.0,23.0,96.0
2019-12-31,23.0,96.0,23.0,96.0
2020-01-01,23.0,96.0,23.0,96.0
2020-01-02,22.0,92.0,22.0,92.0
2020-01-03,24.0,100.0,23.0,96.0
2020-01-04,23.0,96.0,23.0,96.0
2020-01-05,23.0,96.0,23.0,96.0
2020-01-06,23.0,96.0,23.0,96.0
2020-01-07,23.0,96.0,23.0,96.0
2020-01-08,23.0,96.0,23.0,96.0
2020-01-09,24.0,100.0,23.0,96.0
2020-01-10,23.0,96.0,23.0,96.0
2020-01-11,24.0,100.0,23.0,96.0
2020-01-12,24.0,100.0,23.0,96.0
2020-01-13,23.0,96.0,23.0,96.0
2020-01-14,24.0,100.0,23.0,96.0
2020-01-15,24.0,100.0,23.0,96.0
2020-01-16,23.0,96.0,23.0,96.0
2020-01-17,24.0,100.0,23.0,96.0
2020-01-18,23.0,96.0,23.0,96.0
2020-01-19,24.0,100.0,23.0,96.0
2020-01-20,23.0,96.0,23.0,96.0
2020-01-21,23.0,96.0,23.0,96.0
2020-01-22,23.0,96.0,23.0,96.0
2020-01-23,22.0,92.0,21.0,88.0
2020-01-24,23.0,96.0,23.0,96.0
2020-01-25,23.0,96.0,23.0,96.0
2020-01-26,23.0,96.0,23.0,96.0
2020-01-27,22.0,92.0,22.0,92.0
2020-01-28,23.0,96.0,23.0,96.0
2020-01-29,23.0,96.0,23.0,96.0
2020-01-30,24.0,100.0,23.0,96.0
2020-01-31,24.0,100.0,23.0,96.0
2020-02-01,24.0,100.0,23.0,96.0
2020-02-02,23.0,96.0,23.0,96.0
2020-02-03,23.0,96.0,23.0,96.0
2020-02-04,23.0,96.0,23.0,96.0
2020-02-05,23.0,96.0,23.0,96.0
2020-02-06,24.0,100.0,23.0,96.0
2020-02-07,24.0,100.0,23.0,96.0
2020-02-08,24.0,100.0,23.0,96.0
2020-02-09,23.0,96.0,23.0,96.0
2020-02-10,23.0,96.0,23.0,96.0
2020-02-11,23.0,96.0,23.0,96.0
2020-02-12,23.0,96.0,23.0,96.0
2020-02-13,23.0,96.0,23.0,96.0
2020-02-14,23.0,96.0,23.0,96.0
2020-02-15,24.0,100.0,23.0,96.0
2020-02-16,24.0,100.0,23.0,96.0
2020-02-17,24.0,100.0,23.0,96.0
2020-02-18,24.0,100.0,23.0,96.0
2020-02-19,24.0,100.0,23.0,96.0
2020-02-20,23.0,96.0,23.0,96.0
2020-02-21,23.0,96.0,23.0,96.0
2020-02-22,24.0,100.0,23.0,96.0
2020-02-23,23.0,96.0,23.0,96.0
2020-02-24,23.0,96.0,23.0,96.0
2020-02-25,23.0,96.0,23.0,96.0
2020-02-26,24.0,100.0,23.0,96.0
2020-02-27,23.0,96.0,23.0,96.0
2020-02-28,24.0,100.0,23.0,96.0
2020-02-29,16.0,67.0,19.0,79.0
2020-03-01,24.0,100.0,23.0,96.0
2020-03-02,23.0,96.0,23.0,96.0
2020-03-03,21.0,88.0,21.0,88.0
2020-03-04,23.0,96.0,23.0,96.0
2020-03-05,24.0,100.0,22.0,92.0
2020-03-06,24.0,100.0,23.0,96.0
2020-03-07,24.0,100.0,23.0,96.0
2020-03-08,23.0,96.0,23.0,96.0
2020-03-09,24.0,100.0,23.0,96.0
2020-03-10,21.0,88.0,21.0,88.0
2020-03-11,24.0,100.0,23.0,96.0
2020-03-12,24.0,100.0,23.0,96.0
2020-03-13,22.0,92.0,22.0,92.0
2020-03-14,23.0,96.0,23.0,96.0
2020-03-15,24.0,100.0,23.0,96.0
2020-03-16,23.0,96.0,23.0,96.0
2020-03-17,24.0,100.0,23.0,96.0
2020-03-18,24.0,100.0,23.0,96.0
2020-03-19,24.0,100.0,23.0,96.0
2020-03-20,23.0,96.0,23.0,96.0
2020-03-21,23.0,96.0,23.0,96.0
2020-03-22,23.0,96.0,23.0,96.0
2020-03-23,24.0,100.0,23.0,96.0
2020-03-24,24.0,100.0,23.0,96.0
2020-03-25,24.0,100.0,23.0,96.0
2020-03-26,23.0,96.0,23.0,96.0
2020-03-27,23.0,96.0,23.0,96.0
2020-03-28,24.0,100.0,23.0,96.0
2020-03-29,24.0,100.0,23.0,96.0
2020-03-30,24.0,100.0,23.0,96.0
2020-03-31,23.0,96.0,23.0,96.0
2020-04-01,23.0,96.0,23.0,96.0
2020-04-02,23.0,96.0,23.0,96.0
2020-04-03,24.0,100.0,23.0,96.0
2020-04-04,24.0,100.0,23.0,96.0
2020-04-05,24.0,100.0,23.0,96.0
2020-04-06,24.0,100.0,23.0,96.0
2020-04-07,24.0,100.0,23.0,96.0
2020-04-08,24.0,100.0,23.0,96.0
2020-04-09,24.0,100.0,23.0,96.0
2020-04-10,24.0,100.0,23.0,96.0
2020-04-11,24.0,100.0,23.0,96.0
2020-04-12,24.0,100.0,23.0,96.0
2020-04-13,23.0,96.0,23.0,96.0
2020-04-14,22.0,92.0,21.0,88.0
2020-04-15,24.0,100.0,23.0,96.0
2020-04-16,24.0,100.0,23.0,96.0
2020-04-17,24.0,100.0,23.0,96.0
2020-04-18,24.0,100.0,23.0,96.0
2020-04-19,23.0,96.0,23.0,96.0
2020-04-20,24.0,100.0,23.0,96.0
2020-04-21,24.0,100.0,23.0,96.0
2020-04-22,24.0,100.0,23.0,96.0
2020-04-23,23.0,96.0,23.0,96.0
2020-04-24,24.0,100.0,23.0,96.0
2020-04-25,24.0,100.0,23.0,96.0
2020-04-26,24.0,100.0,23.0,96.0
2020-04-27,24.0,100.0,23.0,96.0
2020-04-28,24.0,100.0,23.0,96.0
2020-04-29,23.0,96.0,23.0,96.0
2020-04-30,24.0,100.0,23.0,96.0
2020-05-01,24.0,100.0,23.0,96.0
2020-05-02,24.0,100.0,23.0,96.0
2020-05-03,24.0,100.0,23.0,96.0
2020-05-04,24.0,100.0,23.0,96.0
2020-05-05,22.0,92.0,22.0,92.0
2020-05-06,23.0,96.0,23.0,96.0
2020-05-07,24.0,100.0,23.0,96.0
2020-05-08,24.0,100.0,22.0,92.0
2020-05-09,23.0,96.0,23.0,96.0
2020-05-10,23.0,96.0,23.0,96.0
2020-05-11,17.0,71.0,17.0,71.0
2020-05-12,24.0,100.0,23.0,96.0
2020-05-13,24.0,100.0,22.0,92.0
2020-05-14,24.0,100.0,22.0,92.0
2020-05-15,15.0,63.0,18.0,75.0
2020-05-16,23.0,96.0,23.0,96.0
2020-05-17,23.0,96.0,23.0,96.0
2020-05-18,24.0,100.0,23.0,96.0
2020-05-19,24.0,100.0,23.0,96.0
2020-05-20,24.0,100.0,23.0,96.0
2020-05-21,24.0,100.0,23.0,96.0
2020-05-22,24.0,100.0,23.0,96.0
2020-05-23,24.0,100.0,23.0,96.0
2020-05-24,24.0,100.0,23.0,96.0
2020-05-25,24.0,100.0,23.0,96.0
2020-05-26,24.0,100.0,23.0,96.0
2020-05-27,24.0,100.0,23.0,96.0
2020-05-28,23.0,96.0,23.0,96.0
2020-05-29,23.0,96.0,23.0,96.0
2020-05-30,24.0,100.0,23.0,96.0
2020-05-31,23.0,96.0,23.0,96.0
2020-06-01,23.0,96.0,23.0,96.0
2020-06-02,24.0,100.0,23.0,96.0
2020-06-03,24.0,100.0,23.0,96.0
2020-06-04,23.0,96.0,23.0,96.0
2020-06-05,24.0,100.0,23.0,96.0
2020-06-06,23.0,96.0,23.0,96.0
2020-06-07,24.0,100.0,23.0,96.0
2020-06-08,24.0,100.0,23.0,96.0
2020-06-09,24.0,100.0,23.0,96.0
2020-06-10,23.0,96.0,23.0,96.0
2020-06-11,24.0,100.0,23.0,96.0
2020-06-12,24.0,100.0,23.0,96.0
2020-06-13,24.0,100.0,23.0,96.0
2020-06-14,24.0,100.0,23.0,96.0
2020-06-15,23.0,96.0,23.0,96.0
2020-06-16,24.0,100.0,23.0,96.0
2020-06-17,23.0,96.0,23.0,96.0
2020-06-18,15.0,63.0,18.0,75.0
2020-06-19,24.0,100.0,23.0,96.0
2020-06-20,23.0,96.0,23.0,96.0
2020-06-21,24.0,100.0,23.0,96.0
2020-06-22,23.0,96.0,23.0,96.0
2020-06-23,24.0,100.0,23.0,96.0
2020-06-24,23.0,96.0,21.0,88.0
2020-06-25,22.0,92.0,22.0,92.0
2020-06-26,23.0,96.0,23.0,96.0
2020-06-27,24.0,100.0,23.0,96.0
2020-06-28,24.0,100.0,23.0,96.0
2020-06-29,24.0,100.0,23.0,96.0
2020-06-30,23.0,96.0,23.0,96.0
2020-07-01,23.0,96.0,23.0,96.0
2020-07-02,24.0,100.0,23.0,96.0
2020-07-03,23.0,96.0,23.0,96.0
2020-07-04,24.0,100.0,23.0,96.0
2020-07-05,24.0,100.0,23.0,96.0
2020-07-06,23.0,96.0,23.0,96.0
2020-07-07,23.0,96.0,23.0,96.0
2020-07-08,23.0,96.0,23.0,96.0
2020-07-09,24.0,100.0,23.0,96.0
2020-07-10,23.0,96.0,23.0,96.0
2020-07-11,23.0,96.0,23.0,96.0
2020-07-12,23.0,96.0,23.0,96.0
2020-07-13,23.0,96.0,23.0,96.0
2020-07-14,21.0,88.0,21.0,88.0
2020-07-15,23.0,96.0,23.0,96.0
2020-07-16,21.0,88.0,21.0,88.0
2020-07-17,24.0,100.0,23.0,96.0
2020-07-18,24.0,100.0,23.0,96.0
2020-07-19,24.0,100.0,23.0,96.0
2020-07-20,22.0,92.0,22.0,92.0
2020-07-21,22.0,92.0,22.0,92.0
2020-07-22,24.0,100.0,22.0,92.0
2020-07-23,21.0,88.0,21.0,88.0
2020-07-24,24.0,100.0,23.0,96.0
2020-07-25,23.0,96.0,23.0,96.0
2020-07-26,24.0,100.0,23.0,96.0
2020-07-27,21.0,88.0,21.0,88.0
2020-07-28,23.0,96.0,23.0,96.0
2020-07-29,23.0,96.0,23.0,96.0
2020-07-30,22.0,92.0,22.0,92.0
2020-07-31,24.0,100.0,23.0,96.0
2020-08-01,24.0,100.0,23.0,96.0
2020-08-02,23.0,96.0,23.0,96.0
2020-08-03,23.0,96.0,23.0,96.0
2020-08-04,24.0,100.0,23.0,96.0
2020-08-05,24.0,100.0,23.0,96.0
2020-08-06,24.0,100.0,23.0,96.0
2020-08-07,23.0,96.0,23.0,96.0
2020-08-08,23.0,96.0,23.0,96.0
2020-08-09,24.0,100.0,23.0,96.0
2020-08-10,23.0,96.0,23.0,96.0
2020-08-11,23.0,96.0,23.0,96.0
2020-08-12,23.0,96.0,23.0,96.0
2020-08-13,23.0,96.0,23.0,96.0
2020-08-14,24.0,100.0,23.0,96.0
2020-08-15,24.0,100.0,23.0,96.0
2020-08-16,23.0,96.0,23.0,96.0
2020-08-17,22.0,92.0,22.0,92.0
2020-08-18,24.0,100.0,23.0,96.0
2020-08-19,24.0,100.0,23.0,96.0
2020-08-20,23.0,96.0,23.0,96.0
2020-08-21,23.0,96.0,23.0,96.0
2020-08-22,24.0,100.0,23.0,96.0
2020-08-23,24.0,100.0,23.0,96.0
2020-08-24,23.0,96.0,23.0,96.0
2020-08-25,23.0,96.0,23.0,96.0
2020-08-26,23.0,96.0,23.0,96.0
2020-08-27,24.0,100.0,23.0,96.0
2020-08-28,23.0,96.0,23.0,96.0
2020-08-29,23.0,96.0,23.0,96.0
2020-08-30,23.0,96.0,23.0,96.0
2020-08-31,19.0,79.0,19.0,79.0
2020-09-01,23.0,96.0,23.0,96.0
2020-09-02,24.0,100.0,23.0,96.0
2020-09-03,22.0,92.0,22.0,92.0
2020-09-04,23.0,96.0,23.0,96.0
2020-09-05,23.0,96.0,23.0,96.0
2020-09-06,24.0,100.0,23.0,96.0
2020-09-07,24.0,100.0,23.0,96.0
2020-09-08,24.0,100.0,23.0,96.0
2020-09-09,23.0,96.0,23.0,96.0
2020-09-10,23.0,96.0,23.0,96.0
2020-09-11,23.0,96.0,23.0,96.0
2020-09-12,24.0,100.0,23.0,96.0
2020-09-13,23.0,96.0,23.0,96.0
2020-09-14,24.0,100.0,23.0,96.0
2020-09-15,23.0,96.0,23.0,96.0
2020-09-16,24.0,100.0,23.0,96.0
2020-09-17,23.0,96.0,23.0,96.0
2020-09-18,24.0,100.0,23.0,96.0
2020-09-19,24.0,100.0,23.0,96.0
2020-09-20,24.0,100.0,23.0,96.0
2020-09-21,24.0,100.0,23.0,96.0
2020-09-22,23.0,96.0,23.0,96.0
2020-09-23,23.0,96.0,23.0,96.0
2020-09-24,23.0,96.0,23.0,96.0
2020-09-25,23.0,96.0,23.0,96.0
2020-09-26,24.0,100.0,23.0,96.0
2020-09-27,23.0,96.0,23.0,96.0
2020-09-28,23.0,96.0,23.0,96.0
2020-09-29,23.0,96.0,23.0,96.0
2020-09-30,23.0,96.0,23.0,96.0
2020-10-01,23.0,96.0,23.0,96.0
2020-10-02,24.0,100.0,23.0,96.0
2020-10-03,24.0,100.0,23.0,96.0
2020-10-04,24.0,100.0,23.0,96.0
2020-10-05,24.0,100.0,23.0,96.0
2020-10-06,24.0,100.0,23.0,96.0
2020-10-07,23.0,96.0,23.0,96.0
2020-10-08,24.0,100.0,23.0,96.0
2020-10-09,24.0,100.0,23.0,96.0
2020-10-10,23.0,96.0,23.0,96.0
2020-10-11,24.0,100.0,23.0,96.0
2020-10-12,24.0,100.0,23.0,96.0
2020-10-13,24.0,100.0,23.0,96.0
2020-10-14,24.0,100.0,22.0,92.0
2020-10-15,24.0,100.0,23.0,96.0
2020-10-16,24.0,100.0,23.0,96.0
2020-10-17,23.0,96.0,23.0,96.0
2020-10-18,24.0,100.0,23.0,96.0
2020-10-19,23.0,96.0,23.0,96.0
2020-10-20,24.0,100.0,23.0,96.0
2020-10-21,24.0,100.0,23.0,96.0
2020-10-22,23.0,96.0,23.0,96.0
2020-10-23,22.0,92.0,22.0,92.0
2020-10-24,23.0,96.0,23.0,96.0
2020-10-25,24.0,100.0,23.0,96.0
2020-10-26,24.0,100.0,23.0,96.0
2020-10-27,23.0,96.0,23.0,96.0
2020-10-28,23.0,96.0,23.0,96.0
2020-10-29,24.0,100.0,23.0,96.0
2020-10-30,23.0,96.0,23.0,96.0
2020-10-31,23.0,96.0,23.0,96.0
2020-11-01,23.0,96.0,23.0,96.0
2020-11-02,23.0,96.0,23.0,96.0
2020-11-03,23.0,96.0,23.0,96.0
2020-11-04,23.0,96.0,23.0,96.0
2020-11-05,24.0,100.0,23.0,96.0
2020-11-06,24.0,100.0,23.0,96.0
2020-11-07,23.0,96.0,23.0,96.0
2020-11-08,24.0,100.0,23.0,96.0
2020-11-09,24.0,100.0,23.0,96.0
2020-11-10,24.0,100.0,23.0,96.0
2020-11-11,24.0,100.0,23.0,96.0
2020-11-12,23.0,96.0,23.0,96.0
2020-11-13,23.0,96.0,23.0,96.0
2020-11-14,24.0,100.0,23.0,96.0
2020-11-15,23.0,96.0,23.0,96.0
2020-11-16,23.0,96.0,23.0,96.0
2020-11-17,24.0,100.0,23.0,96.0
2020-11-18,24.0,100.0,23.0,96.0
2020-11-19,23.0,96.0,23.0,96.0
2020-11-20,24.0,100.0,23.0,96.0
2020-11-21,24.0,100.0,23.0,96.0
2020-11-22,24.0,100.0,23.0,96.0
2020-11-23,23.0,96.0,23.0,96.0
2020-11-24,23.0,96.0,23.0,96.0
2020-11-25,16.0,67.0,19.0,79.0
2020-11-26,23.0,96.0,23.0,96.0
2020-11-27,23.0,96.0,23.0,96.0
2020-11-28,24.0,100.0,23.0,96.0
2020-11-29,24.0,100.0,23.0,96.0
2020-11-30,24.0,100.0,23.0,96.0
2020-12-01,23.0,96.0,23.0,96.0
2020-12-02,23.0,96.0,23.0,96.0
2020-12-03,24.0,100.0,23.0,96.0
2020-12-04,23.0,96.0,23.0,96.0
2020-12-05,24.0,100.0,23.0,96.0
2020-12-06,23.0,96.0,23.0,96.0
2020-12-07,24.0,100.0,23.0,96.0
2020-12-08,17.0,71.0,17.0,71.0
2020-12-09,24.0,100.0,23.0,96.0
2020-12-10,23.0,96.0,23.0,96.0
2020-12-11,24.0,100.0,23.0,96.0
2020-12-12,23.0,96.0,23.0,96.0
2020-12-13,24.0,100.0,23.0,96.0
2020-12-14,23.0,96.0,23.0,96.0
2020-12-15,23.0,96.0,23.0,96.0
2020-12-16,21.0,88.0,21.0,88.0
2020-12-17,24.0,100.0,23.0,96.0
2020-12-18,24.0,100.0,23.0,96.0
2020-12-19,23.0,96.0,23.0,96.0
2020-12-20,24.0,100.0,23.0,96.0
2020-12-21,23.0,96.0,23.0,96.0
2020-12-22,24.0,100.0,23.0,96.0
2020-12-23,22.0,92.0,22.0,92.0
2020-12-24,23.0,96.0,23.0,96.0
2020-12-25,24.0,100.0,23.0,96.0
2020-12-26,24.0,100.0,23.0,96.0
2020-12-27,23.0,96.0,23.0,96.0
2020-12-28,23.0,96.0,23.0,96.0
2020-12-29,24.0,100.0,23.0,96.0
2020-12-30,24.0,100.0,23.0,96.0
2020-12-31,23.0,96.0,23.0,96.0
2021-01-01,23.0,96.0,23.0,96.0
2021-01-02,23.0,96.0,23.0,96.0
2021-01-03,23.0,96.0,23.0,96.0
2021-01-04,24.0,100.0,23.0,96.0
2021-01-05,23.0,96.0,23.0,96.0
2021-01-06,24.0,100.0,22.0,92.0
2021-01-07,23.0,96.0,23.0,96.0
2021-01-08,23.0,96.0,23.0,96.0
2021-01-09,24.0,100.0,23.0,96.0
2021-01-10,23.0,96.0,23.0,96.0
2021-01-11,23.0,96.0,23.0,96.0
2021-01-12,23.0,96.0,23.0,96.0
2021-01-13,24.0,100.0,23.0,96.0
2021-01-14,24.0,100.0,23.0,96.0
2021-01-15,24.0,100.0,23.0,96.0
2021-01-16,24.0,100.0,23.0,96.0
2021-01-17,23.0,96.0,23.0,96.0
2021-01-18,23.0,96.0,23.0,96.0
2021-01-19,23.0,96.0,23.0,96.0
2021-01-20,24.0,100.0,23.0,96.0
2021-01-21,23.0,96.0,23.0,96.0
2021-01-22,24.0,100.0,23.0,96.0
2021-01-23,23.0,96.0,23.0,96.0
2021-01-24,23.0,96.0,23.0,96.0
2021-01-25,23.0,96.0,23.0,96.0
2021-01-26,23.0,96.0,21.0,88.0
2021-01-27,23.0,96.0,23.0,96.0
2021-01-28,23.0,96.0,23.0,96.0
2021-01-29,24.0,100.0,23.0,96.0
2021-01-30,23.0,96.0,23.0,96.0
2021-01-31,24.0,100.0,23.0,96.0
2021-02-01,23.0,96.0,23.0,96.0
2021-02-02,24.0,100.0,23.0,96.0
2021-02-03,23.0,96.0,23.0,96.0
2021-02-04,23.0,96.0,23.0,96.0
2021-02-05,23.0,96.0,23.0,96.0
2021-02-06,24.0,100.0,23.0,96.0
2021-02-07,24.0,100.0,23.0,96.0
2021-02-08,23.0,96.0,23.0,96.0
2021-02-09,23.0,96.0,23.0,96.0
2021-02-10,22.0,92.0,22.0,92.0
2021-02-11,24.0,100.0,22.0,92.0
2021-02-12,24.0,100.0,23.0,96.0
2021-02-13,23.0,96.0,23.0,96.0
2021-02-14,23.0,96.0,23.0,96.0
2021-02-15,23.0,96.0,23.0,96.0
2021-02-16,24.0,100.0,22.0,92.0
2021-02-17,24.0,100.0,23.0,96.0
2021-02-18,23.0,96.0,23.0,96.0
2021-02-19,24.0,100.0,23.0,96.0
2021-02-20,24.0,100.0,23.0,96.0
2021-02-21,24.0,100.0,23.0,96.0
2021-02-22,24.0,100.0,23.0,96.0
2021-02-23,23.0,96.0,23.0,96.0
2021-02-24,24.0,100.0,22.0,92.0
2021-02-25,23.0,96.0,23.0,96.0
2021-02-26,23.0,96.0,23.0,96.0
2021-02-27,24.0,100.0,23.0,96.0
2021-02-28,23.0,96.0,23.0,96.0
2021-03-01,14.0,58.0,17.0,71.0
2021-03-02,24.0,100.0,23.0,96.0
2021-03-03,24.0,100.0,23.0,96.0
2021-03-04,22.0,92.0,22.0,92.0
2021-03-05,24.0,100.0,23.0,96.0
2021-03-06,24.0,100.0,23.0,96.0
2021-03-07,23.0,96.0,23.0,96.0
2021-03-08,23.0,96.0,23.0,96.0
2021-03-09,23.0,96.0,23.0,96.0
2021-03-10,24.0,100.0,23.0,96.0
2021-03-11,24.0,100.0,23.0,96.0
2021-03-12,24.0,100.0,23.0,96.0
2021-03-13,24.0,100.0,23.0,96.0
2021-03-14,24.0,100.0,23.0,96.0
2021-03-15,24.0,100.0,23.0,96.0
2021-03-16,24.0,100.0,23.0,96.0
2021-03-17,24.0,100.0,23.0,96.0
2021-03-18,24.0,100.0,23.0,96.0
2021-03-19,24.0,100.0,23.0,96.0
2021-03-20,23.0,96.0,23.0,96.0
2021-03-21,23.0,96.0,23.0,96.0
2021-03-22,24.0,100.0,23.0,96.0
2021-03-23,24.0,100.0,23.0,96.0
2021-03-24,24.0,100.0,23.0,96.0
2021-03-25,23.0,96.0,23.0,96.0
2021-03-26,24.0,100.0,23.0,96.0
2021-03-27,23.0,96.0,23.0,96.0
2021-03-28,24.0,100.0,23.0,96.0
2021-03-29,24.0,100.0,23.0,96.0
2021-03-30,23.0,96.0,23.0,96.0
2021-03-31,23.0,96.0,23.0,96.0
2021-04-01,23.0,96.0,23.0,96.0
2021-04-02,24.0,100.0,23.0,96.0
2021-04-03,23.0,96.0,23.0,96.0
2021-04-04,23.0,96.0,23.0,96.0
2021-04-05,24.0,100.0,23.0,96.0
2021-04-06,22.0,92.0,23.0,96.0
2021-04-07,23.0,96.0,23.0,96.0
2021-04-08,23.0,96.0,23.0,96.0
2021-04-09,24.0,100.0,23.0,96.0
2021-04-10,24.0,100.0,23.0,96.0
2021-04-11,23.0,96.0,23.0,96.0
2021-04-12,24.0,100.0,23.0,96.0
2021-04-13,18.0,75.0,20.0,83.0
2021-04-14,21.0,88.0,21.0,88.0
2021-04-15,20.0,83.0,21.0,88.0
2021-04-16,23.0,96.0,23.0,96.0
2021-04-17,24.0,100.0,23.0,96.0
2021-04-18,24.0,100.0,23.0,96.0
2021-04-19,17.0,71.0,19.0,79.0
2021-04-20,20.0,83.0,5.0,21.0
2021-04-21,22.0,92.0,17.0,71.0
2021-04-22,24.0,100.0,23.0,96.0
2021-04-23,24.0,100.0,23.0,96.0
2021-04-24,24.0,100.0,23.0,96.0
2021-04-25,23.0,96.0,23.0,96.0
2021-04-26,24.0,100.0,23.0,96.0
2021-04-27,23.0,96.0,23.0,96.0
2021-04-28,23.0,96.0,23.0,96.0
2021-04-29,24.0,100.0,23.0,96.0
2021-04-30,23.0,96.0,23.0,96.0
2021-05-01,24.0,100.0,23.0,96.0
2021-05-02,24.0,100.0,23.0,96.0
2021-05-03,23.0,96.0,23.0,96.0
2021-05-04,24.0,100.0,23.0,96.0
2021-05-05,4.0,17.0,23.0,96.0
2021-05-06,15.0,63.0,21.0,88.0
2021-05-07,22.0,92.0,22.0,92.0
2021-05-08,24.0,100.0,23.0,96.0
2021-05-09,23.0,96.0,23.0,96.0
2021-05-10,24.0,100.0,23.0,96.0
2021-05-11,23.0,96.0,23.0,96.0
2021-05-12,23.0,96.0,23.0,96.0
2021-05-13,23.0,96.0,23.0,96.0
2021-05-14,23.0,96.0,23.0,96.0
2021-05-15,23.0,96.0,23.0,96.0
2021-05-16,23.0,96.0,23.0,96.0
2021-05-17,22.0,92.0,22.0,92.0
2021-05-18,24.0,100.0,23.0,96.0
2021-05-19,14.0,58.0,17.0,71.0
2021-05-20,24.0,100.0,23.0,96.0
2021-05-21,24.0,100.0,23.0,96.0
2021-05-22,24.0,100.0,23.0,96.0
2021-05-23,23.0,96.0,2.0,8.0
2021-05-24,24.0,100.0,,
2021-05-25,24.0,100.0,15.0,63.0
2021-05-26,16.0,67.0,16.0,67.0
2021-05-27,18.0,75.0,20.0,83.0
2021-05-28,23.0,96.0,23.0,96.0
2021-05-29,23.0,96.0,23.0,96.0
2021-05-30,24.0,100.0,23.0,96.0
2021-05-31,24.0,100.0,23.0,96.0
2021-06-01,24.0,100.0,23.0,96.0
2021-06-02,23.0,96.0,23.0,96.0
2021-06-03,24.0,100.0,23.0,96.0
2021-06-04,24.0,100.0,23.0,96.0
2021-06-05,23.0,96.0,23.0,96.0
2021-06-06,24.0,100.0,23.0,96.0
2021-06-07,24.0,100.0,23.0,96.0
2021-06-08,24.0,100.0,21.0,88.0
2021-06-09,23.0,96.0,23.0,96.0
2021-06-10,24.0,100.0,23.0,96.0
2021-06-11,24.0,100.0,23.0,96.0
2021-06-12,23.0,96.0,23.0,96.0
2021-06-13,24.0,100.0,23.0,96.0
2021-06-14,24.0,100.0,23.0,96.0
2021-06-15,23.0,96.0,23.0,96.0
2021-06-16,23.0,96.0,23.0,96.0
2021-06-17,23.0,96.0,23.0,96.0
2021-06-18,21.0,88.0,21.0,88.0
2021-06-19,23.0,96.0,23.0,96.0
2021-06-20,23.0,96.0,23.0,96.0
2021-06-21,23.0,96.0,23.0,96.0
2021-06-22,23.0,96.0,23.0,96.0
2021-06-23,24.0,100.0,23.0,96.0
2021-06-24,24.0,100.0,23.0,96.0
2021-06-25,23.0,96.0,23.0,96.0
2021-06-26,23.0,96.0,23.0,96.0
2021-06-27,23.0,96.0,23.0,96.0
2021-06-28,24.0,100.0,23.0,96.0
2021-06-29,23.0,96.0,23.0,96.0
2021-06-30,23.0,96.0,23.0,96.0
2021-07-01,23.0,96.0,23.0,96.0
2021-07-02,23.0,96.0,23.0,96.0
2021-07-03,24.0,100.0,23.0,96.0
2021-07-04,24.0,100.0,23.0,96.0
2021-07-05,24.0,100.0,23.0,96.0
2021-07-06,24.0,100.0,23.0,96.0
2021-07-07,23.0,96.0,23.0,96.0
2021-07-08,23.0,96.0,23.0,96.0
2021-07-09,23.0,96.0,23.0,96.0
2021-07-10,24.0,100.0,23.0,96.0
2021-07-11,23.0,96.0,23.0,96.0
2021-07-12,24.0,100.0,23.0,96.0
2021-07-13,24.0,100.0,23.0,96.0
2021-07-14,24.0,100.0,23.0,96.0
2021-07-15,20.0,83.0,20.0,83.0
2021-07-16,23.0,96.0,23.0,96.0
2021-07-17,23.0,96.0,23.0,96.0
2021-07-18,24.0,100.0,23.0,96.0
2021-07-19,24.0,100.0,23.0,96.0
2021-07-20,24.0,100.0,23.0,96.0
2021-07-21,24.0,100.0,23.0,96.0
2021-07-22,23.0,96.0,23.0,96.0
2021-07-23,24.0,100.0,23.0,96.0
2021-07-24,23.0,96.0,23.0,96.0
2021-07-25,23.0,96.0,23.0,96.0
2021-07-26,24.0,100.0,23.0,96.0
2021-07-27,23.0,96.0,23.0,96.0
2021-07-28,23.0,96.0,23.0,96.0
2021-07-29,23.0,96.0,23.0,96.0
2021-07-30,23.0,96.0,23.0,96.0
2021-07-31,23.0,96.0,23.0,96.0
2021-08-01,23.0,96.0,23.0,96.0
2021-08-02,23.0,96.0,23.0,96.0
2021-08-03,23.0,96.0,23.0,96.0
2021-08-04,24.0,100.0,23.0,96.0
2021-08-05,24.0,100.0,23.0,96.0
2021-08-06,24.0,100.0,23.0,96.0
2021-08-07,23.0,96.0,23.0,96.0
2021-08-08,24.0,100.0,23.0,96.0
2021-08-09,24.0,100.0,23.0,96.0
2021-08-10,24.0,100.0,23.0,96.0
2021-08-11,23.0,96.0,23.0,96.0
2021-08-12,24.0,100.0,23.0,96.0
2021-08-13,23.0,96.0,23.0,96.0
2021-08-14,23.0,96.0,23.0,96.0
2021-08-15,24.0,100.0,23.0,96.0
2021-08-16,23.0,96.0,23.0,96.0
2021-08-17,24.0,100.0,23.0,96.0
2021-08-18,23.0,96.0,23.0,96.0
2021-08-19,24.0,100.0,23.0,96.0
2021-08-20,23.0,96.0,23.0,96.0
