DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,Category
2021-02-11,0,PST,San Francisco,CA,37.75,-122.43,OZONE,38,"{'Number': 1, 'Name': 'Good'}"
2021-02-11,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,24,"{'Number': 1, 'Name': 'Good'}"
2021-02-12,0,PST,San Francisco,CA,37.75,-122.43,OZONE,37,"{'Number': 1, 'Name': 'Good'}"
2021-02-12,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,19,"{'Number': 1, 'Name': 'Good'}"
2021-02-13,0,PST,San Francisco,CA,37.75,-122.43,OZONE,40,"{'Number': 1, 'Name': 'Good'}"
2021-02-13,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,26,"{'Number': 1, 'Name': 'Good'}"
2021-02-14,0,PST,San Francisco,CA,37.75,-122.43,OZONE,36,"{'Number': 1, 'Name': 'Good'}"
2021-02-14,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,26,"{'Number': 1, 'Name': 'Good'}"
2021-02-15,0,PST,San Francisco,CA,37.75,-122.43,OZONE,35,"{'Number': 1, 'Name': 'Good'}"
2021-02-15,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,19,"{'Number': 1, 'Name': 'Good'}"
2021-02-16,0,PST,San Francisco,CA,37.75,-122.43,OZONE,31,"{'Number': 1, 'Name': 'Good'}"
2021-02-16,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,38,"{'Number': 1, 'Name': 'Good'}"
2021-02-17,0,PST,San Francisco,CA,37.75,-122.43,OZONE,29,"{'Number': 1, 'Name': 'Good'}"
2021-02-17,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,32,"{'Number': 1, 'Name': 'Good'}"
2021-02-18,0,PST,San Francisco,CA,37.75,-122.43,OZONE,32,"{'Number': 1, 'Name': 'Good'}"
2021-02-18,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,36,"{'Number': 1, 'Name': 'Good'}"
2021-02-19,0,PST,San Francisco,CA,37.75,-122.43,OZONE,36,"{'Number': 1, 'Name': 'Good'}"
2021-02-19,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,25,"{'Number': 1, 'Name': 'Good'}"
2021-02-20,0,PST,San Francisco,CA,37.75,-122.43,OZONE,34,"{'Number': 1, 'Name': 'Good'}"
2021-02-20,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,31,"{'Number': 1, 'Name': 'Good'}"
2021-02-21,0,PST,San Francisco,CA,37.75,-122.43,OZONE,29,"{'Number': 1, 'Name': 'Good'}"
2021-02-21,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,31,"{'Number': 1, 'Name': 'Good'}"
2021-02-22,0,PST,San Francisco,CA,37.75,-122.43,OZONE,29,"{'Number': 1, 'Name': 'Good'}"
2021-02-23,0,PST,San Francisco,CA,37.75,-122.43,OZONE,33,"{'Number': 1, 'Name': 'Good'}"
2021-02-24,0,PST,San Francisco,CA,37.75,-122.43,OZONE,40,"{'Number': 1, 'Name': 'Good'}"
2021-02-25,0,PST,San Francisco,CA,37.75,-122.43,OZONE,34,"{'Number': 1, 'Name': 'Good'}"
2021-02-26,0,PST,San Francisco,CA,37.75,-122.43,OZONE,35,"{'Number': 1, 'Name': 'Good'}"
2021-02-27,0,PST,San Francisco,CA,37.75,-122.43,OZONE,34,"{'Number': 1, 'Name': 'Good'}"
2021-02-27,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,43,"{'Number': 1, 'Name': 'Good'}"
2021-02-28,0,PST,San Francisco,CA,37.75,-122.43,OZONE,36,"{'Number': 1, 'Name': 'Good'}"
2021-02-28,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,22,"{'Number': 1, 'Name': 'Good'}"
2021-03-01,0,PST,San Francisco,CA,37.75,-122.43,OZONE,43,"{'Number': 1, 'Name': 'Good'}"
2021-03-01,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,38,"{'Number': 1, 'Name': 'Good'}"
2021-03-02,0,PST,San Francisco,CA,37.75,-122.43,OZONE,44,"{'Number': 1, 'Name': 'Good'}"
2021-03-02,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,46,"{'Number': 1, 'Name': 'Good'}"
2021-03-03,0,PST,San Francisco,CA,37.75,-122.43,OZONE,44,"{'Number': 1, 'Name': 'Good'}"
2021-03-03,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,52,"{'Number': 2, 'Name': 'Moderate'}"
2021-03-04,0,PST,San Francisco,CA,37.75,-122.43,OZONE,39,"{'Number': 1, 'Name': 'Good'}"
2021-03-04,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,47,"{'Number': 1, 'Name': 'Good'}"
2021-03-05,0,PST,San Francisco,CA,37.75,-122.43,OZONE,41,"{'Number': 1, 'Name': 'Good'}"
2021-03-05,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,37,"{'Number': 1, 'Name': 'Good'}"
2021-03-06,0,PST,San Francisco,CA,37.75,-122.43,OZONE,37,"{'Number': 1, 'Name': 'Good'}"
